,median_house_value
999,141700.0
9864,196500.0
18443,140600.0
12438,140500.0
14216,273700.0
16514,175000.0
17846,378600.0
12954,137500.0
19782,263800.0
12880,187800.0
17507,148700.0
2916,500001.0
4422,129700.0
4426,329300.0
10533,328200.0
13758,94400.0
14114,190800.0
19876,137100.0
8807,97700.0
14600,500001.0
19565,94300.0
3237,366700.0
11563,90600.0
10234,54600.0
5592,174400.0
9780,167800.0
2954,235600.0
15519,150000.0
276,130600.0
885,496000.0
13646,214200.0
20053,217800.0
3965,115000.0
2890,133700.0
13179,142300.0
19966,283300.0
4060,208600.0
12705,481500.0
4695,275000.0
6934,174500.0
20309,92100.0
4030,156300.0
19060,162200.0
8352,213500.0
10210,175000.0
2823,80400.0
1814,237200.0
19041,393500.0
6734,278700.0
16467,459200.0
4893,141100.0
15331,161100.0
7679,60500.0
18824,264300.0
17546,137500.0
20142,309000.0
3941,71900.0
9612,160100.0
7377,110300.0
11102,139400.0
5496,140200.0
12825,52400.0
7101,263900.0
12555,177100.0
16204,500001.0
17723,224100.0
2701,50300.0
9333,84500.0
6553,311100.0
6363,263200.0
3084,183700.0
2560,143300.0
17716,195900.0
11070,204800.0
12680,261500.0
19421,102300.0
8156,94500.0
10753,72500.0
1974,337200.0
14147,88700.0
12304,239000.0
1477,191400.0
3167,156300.0
15952,255000.0
18294,291700.0
591,112500.0
4655,117500.0
14337,92600.0
15421,149700.0
8613,360600.0
17012,178600.0
897,99200.0
16569,234600.0
10789,158700.0
13362,126300.0
9752,202100.0
3029,190400.0
3206,135900.0
7318,132000.0
17835,42500.0
11735,162500.0
7647,305400.0
15916,179300.0
12972,337000.0
6382,87200.0
9313,172600.0
3133,182100.0
13880,396700.0
10796,81800.0
15661,224200.0
12902,298400.0
18290,172900.0
311,160300.0
17568,141700.0
3988,495600.0
7515,319000.0
19687,205300.0
3494,47500.0
3578,121400.0
5485,208300.0
10955,228200.0
2211,125400.0
15720,190000.0
478,495400.0
10139,191000.0
1011,183800.0
7642,93000.0
7774,379500.0
995,457300.0
18928,94400.0
310,185200.0
11228,71300.0
10502,223500.0
3556,205400.0
7447,103300.0
17069,281200.0
6137,170300.0
4939,500001.0
6421,183200.0
2419,94200.0
17856,118800.0
9992,179800.0
15025,386400.0
175,228200.0
15057,129200.0
13352,155300.0
13276,500001.0
16327,500001.0
13351,132700.0
18270,91600.0
14118,167900.0
17714,187500.0
11069,76900.0
17711,136900.0
7094,71900.0
15314,131000.0
5737,152500.0
10564,87500.0
17082,244800.0
3411,58000.0
13424,88900.0
2220,246900.0
15846,144400.0
7487,251300.0
1725,235600.0
5829,147700.0
14317,239200.0
4829,68300.0
2601,322900.0
16145,118800.0
7585,212300.0
327,151000.0
12182,119900.0
14960,386500.0
5357,202300.0
3698,102700.0
14853,250600.0
9698,169200.0
7348,71000.0
2796,175300.0
16774,350000.0
1624,177200.0
14647,116700.0
15755,312400.0
16041,170000.0
14307,299200.0
8676,366700.0
12542,176700.0
20169,151300.0
14828,139300.0
568,500001.0
15279,49600.0
19152,211300.0
12905,222800.0
17105,258300.0
616,156700.0
8832,500000.0
14784,269000.0
18025,242200.0
10949,206700.0
8523,250500.0
19122,157200.0
16359,105100.0
8216,301300.0
12465,112500.0
6070,125700.0
3486,70800.0
2882,202500.0
7360,214700.0
419,56700.0
15945,225800.0
14660,74000.0
18054,211600.0
2056,107800.0
11832,152200.0
7281,247000.0
1982,419900.0
16323,264200.0
11479,296900.0
16120,261800.0
19206,115200.0
16252,100000.0
16682,162900.0
6852,128100.0
14749,164900.0
13290,139800.0
4352,90300.0
2982,435900.0
18492,212300.0
20408,169300.0
20293,331200.0
18865,500001.0
19325,183700.0
20160,275000.0
18538,338800.0
849,157600.0
19857,102000.0
1638,174500.0
5590,71500.0
3466,291800.0
19993,61800.0
4744,161400.0
2028,186900.0
6764,387500.0
15143,92300.0
14546,84300.0
19476,150000.0
18481,126000.0
3793,107200.0
1813,302600.0
2652,500001.0
6238,409100.0
16174,153800.0
15860,379000.0
10911,158900.0
1612,127500.0
751,118800.0
12276,174400.0
15595,128300.0
4138,334000.0
11903,335700.0
3030,137500.0
13769,137500.0
16972,351800.0
5354,500001.0
3924,71800.0
10978,99600.0
1811,225900.0
18516,279800.0
2379,221000.0
6152,79000.0
18468,114100.0
7658,121400.0
19874,133000.0
4896,350000.0
14045,78800.0
14061,173100.0
4943,143100.0
4451,164000.0
1083,214700.0
12218,172800.0
7497,48000.0
13461,500001.0
17385,215400.0
19636,130800.0
164,330900.0
5879,62300.0
4863,261400.0
13741,91800.0
7291,162500.0
3075,175700.0
6293,133300.0
2896,70800.0
740,500001.0
8182,305000.0
15340,170500.0
10275,154600.0
5152,80400.0
13155,68900.0
490,162500.0
9427,159900.0
10856,274200.0
16630,96000.0
5487,450000.0
16564,367000.0
14304,47500.0
20114,129300.0
9884,30000.0
9118,158100.0
4960,500001.0
6126,157100.0
15685,168800.0
11405,137500.0
12179,335600.0
2102,391800.0
4440,335600.0
5361,287100.0
12524,130400.0
20540,194300.0
4174,182700.0
18872,213500.0
936,86300.0
20282,209500.0
5658,61300.0
13508,90500.0
15388,79500.0
3865,154600.0
7491,231900.0
10801,133000.0
10651,481500.0
18509,90600.0
210,181000.0
7358,69400.0
11111,60900.0
7991,500001.0
11701,271200.0
11400,266500.0
9121,225000.0
12839,192300.0
14022,384600.0
20284,423900.0
20502,317600.0
1717,123700.0
9381,125600.0
8096,148000.0
12349,187600.0
10374,220000.0
12066,304100.0
971,98500.0
1052,315600.0
19934,280000.0
6335,93800.0
2263,61600.0
2640,154300.0
7947,140700.0
10924,77100.0
6323,210000.0
13483,270500.0
18904,186400.0
1640,326700.0
18219,183200.0
15904,173900.0
13484,88900.0
2033,275500.0
9003,112500.0
19099,189600.0
1555,176600.0
19514,353100.0
10736,221800.0
13332,134000.0
19503,387800.0
6646,200000.0
11230,193600.0
10438,232500.0
18398,136900.0
18926,258400.0
2801,86300.0
12985,171900.0
20055,155700.0
8087,194600.0
2444,343800.0
2727,255400.0
10976,294800.0
1551,179500.0
7252,177100.0
20637,92300.0
5719,107500.0
16528,291400.0
17736,225000.0
20429,235100.0
12657,192100.0
12698,71900.0
618,500000.0
14927,63000.0
6024,142700.0
20594,84700.0
19100,153200.0
17391,184500.0
15047,138800.0
10258,243100.0
4298,163200.0
5773,202700.0
11305,34400.0
15385,500001.0
3025,117000.0
1541,58700.0
13772,245300.0
9049,140300.0
1671,105400.0
2914,143700.0
4769,250800.0
10020,284600.0
15040,103000.0
10352,243600.0
15132,178300.0
4106,308300.0
8136,88600.0
12926,218800.0
13437,73400.0
1165,77800.0
14295,118800.0
2312,123600.0
7423,168800.0
18373,137500.0
8733,312000.0
16020,47100.0
10929,204200.0
10212,500001.0
11614,435900.0
8759,291900.0
5422,196400.0
16302,234000.0
18821,500001.0
15848,82500.0
19961,463800.0
4898,69400.0
98,170000.0
8323,191800.0
9116,208300.0
342,116500.0
14014,98100.0
16500,161800.0
18308,218100.0
3901,137500.0
10156,134400.0
12849,67300.0
11653,226800.0
6519,366700.0
2124,103600.0
13967,290200.0
17864,167400.0
7407,88300.0
9401,122500.0
2660,87500.0
11082,61600.0
12606,52000.0
709,162100.0
12668,164600.0
18011,268800.0
18940,274100.0
7178,500001.0
4269,164000.0
11855,285000.0
7131,92600.0
3996,121400.0
11544,194500.0
14794,108200.0
20498,319400.0
10614,201800.0
13125,112000.0
12114,113700.0
5625,155600.0
4847,99500.0
3628,160800.0
11180,117100.0
4387,156300.0
11658,115300.0
297,112800.0
5115,43700.0
11926,80000.0
16709,235700.0
8030,454100.0
9825,237900.0
6132,259500.0
7198,152900.0
3225,54700.0
9284,340600.0
18302,225900.0
8070,151100.0
6501,101400.0
17316,110000.0
2570,224100.0
6543,335200.0
10599,145800.0
12273,124400.0
6882,199000.0
8524,235900.0
9319,61200.0
2514,193800.0
11097,106100.0
6261,176100.0
13128,263800.0
6869,311500.0
6165,172000.0
367,230900.0
6653,108300.0
17604,500001.0
4558,100000.0
795,161700.0
20113,71900.0
13357,226300.0
5348,259400.0
17486,205400.0
15772,295200.0
4404,87500.0
15944,347100.0
20461,154600.0
11397,195500.0
4731,156800.0
5282,175000.0
14693,91700.0
18844,116500.0
9936,283100.0
13621,243200.0
17499,179200.0
3655,500001.0
2376,105000.0
14442,82400.0
3588,151400.0
18162,92200.0
1316,255800.0
8808,159800.0
14313,137300.0
14033,93100.0
3586,66400.0
8336,201100.0
1647,89400.0
19031,99200.0
1657,450000.0
16265,310800.0
2121,86400.0
8493,250000.0
18919,85500.0
18908,450000.0
628,157000.0
12521,214000.0
8438,414600.0
5355,201700.0
5906,500000.0
9147,168500.0
11361,500001.0
12453,214000.0
18890,151900.0
2529,70500.0
17488,255600.0
7637,155000.0
18035,90600.0
10220,96600.0
11519,100500.0
12620,129500.0
10224,400000.0
10754,500001.0
18285,267200.0
9919,309300.0
4923,500001.0
2203,150000.0
4713,500001.0
14531,112500.0
1675,187300.0
12470,157500.0
18789,67500.0
16144,40000.0
20069,176000.0
17969,172500.0
14741,252600.0
11313,136200.0
7554,118900.0
8818,134500.0
607,157100.0
18055,292700.0
13476,162500.0
17585,230800.0
16443,52500.0
12339,83300.0
15753,295600.0
13601,256800.0
13410,113000.0
18587,145200.0
4087,170300.0
363,215600.0
1524,303300.0
4448,372600.0
17848,500001.0
10581,354700.0
2526,500001.0
2904,146800.0
4788,128300.0
12058,50800.0
15697,88800.0
10952,165000.0
18307,336800.0
6538,500001.0
10491,173200.0
12363,463700.0
5095,149200.0
20022,230400.0
7394,152200.0
273,309900.0
1633,97300.0
18181,100400.0
9912,79200.0
11324,297200.0
17715,277200.0
4313,58400.0
16442,81300.0
19400,246400.0
13284,94900.0
14860,232500.0
15266,218000.0
9620,120400.0
3050,48500.0
1548,410300.0
14580,102300.0
19012,311200.0
2208,168300.0
6570,309100.0
9393,112500.0
18065,335000.0
2037,125000.0
20308,189800.0
12178,113300.0
17871,386100.0
10882,158700.0
20493,275000.0
13074,161900.0
5479,214500.0
7372,127100.0
1732,209900.0
15378,119300.0
5393,406900.0
2768,157500.0
6489,194500.0
8027,226900.0
1794,272900.0
3417,96200.0
17918,225000.0
14922,206500.0
4861,450000.0
18941,235600.0
18650,174000.0
16591,272200.0
3609,202100.0
7944,76800.0
71,95200.0
6951,232800.0
14574,103200.0
20546,123100.0
9473,125000.0
16893,108300.0
14171,62500.0
9087,392800.0
14021,180400.0
13920,133600.0
11270,218800.0
6850,208100.0
758,127700.0
17868,151700.0
17644,117800.0
15045,230800.0
14136,134800.0
882,94700.0
9656,129900.0
11004,243400.0
17656,105800.0
3187,370900.0
9077,143800.0
8897,139700.0
17551,165400.0
16549,159000.0
10017,68000.0
17364,215800.0
19724,201400.0
16689,140300.0
16860,113900.0
14468,221700.0
7147,94900.0
9440,300000.0
19679,146000.0
9534,56800.0
13564,95400.0
9657,171300.0
2198,220700.0
7484,106800.0
13165,89500.0
18387,292000.0
10368,500001.0
7130,190300.0
5351,181200.0
17168,164100.0
10236,327300.0
2534,148900.0
13172,154700.0
11902,179400.0
4894,143300.0
17718,198000.0
3737,500001.0
14627,77300.0
4205,114200.0
3540,180800.0
15606,177000.0
13301,127600.0
10600,162500.0
1449,218800.0
15940,130100.0
19819,54300.0
19258,155700.0
9909,335100.0
2322,249300.0
9358,500001.0
20089,400700.0
12150,251900.0
15074,430000.0
1060,275000.0
10298,272800.0
7612,162800.0
18760,90200.0
10222,203800.0
13750,177500.0
17708,158600.0
9081,241500.0
2019,359300.0
18988,286600.0
4107,469400.0
17451,162500.0
17570,326700.0
7481,200000.0
19773,368900.0
14683,92700.0
171,111800.0
5222,187300.0
18685,154700.0
18582,151400.0
2303,249400.0
10954,328000.0
7085,464300.0
13800,378200.0
1590,140600.0
6663,221200.0
14089,244500.0
5126,275000.0
8577,87500.0
8785,392300.0
1750,202100.0
762,189300.0
16956,167900.0
1067,87200.0
7998,226900.0
20609,57500.0
15477,172000.0
1891,65800.0
12818,161000.0
14325,465800.0
14421,267000.0
14451,261300.0
7206,409700.0
13167,81300.0
7175,162500.0
6423,340500.0
1876,129300.0
10523,153300.0
5016,381800.0
279,375000.0
11283,115100.0
14502,87600.0
7849,253600.0
17842,190200.0
3992,58000.0
4115,117400.0
9700,327800.0
14062,120700.0
18898,120100.0
15970,187200.0
13299,114800.0
499,292900.0
12411,243200.0
9286,242700.0
10089,103400.0
18003,500001.0
3336,169300.0
520,74400.0
9269,126000.0
13021,268500.0
10662,96100.0
13062,370800.0
3151,67500.0
7347,132300.0
1157,195300.0
2852,224600.0
12598,181100.0
17401,431800.0
13749,500001.0
8494,229700.0
6233,81600.0
2637,251000.0
19310,213300.0
16644,100000.0
3532,500001.0
15246,362500.0
4394,219000.0
14196,291000.0
1216,131300.0
1762,235300.0
18845,96800.0
1353,43600.0
10892,179900.0
13316,162500.0
1179,134800.0
9281,315000.0
2646,265400.0
9300,140300.0
18973,98000.0
17654,96200.0
15619,262500.0
8186,215200.0
14895,145900.0
12286,60800.0
9829,110500.0
11222,116100.0
6858,220900.0
99,193100.0
10073,158200.0
6548,130400.0
18383,220500.0
16651,122400.0
15206,147500.0
5664,415300.0
8401,70500.0
10681,287600.0
15525,120000.0
4687,225000.0
728,186100.0
15883,162600.0
9647,120000.0
6993,500001.0
2971,482700.0
4428,103800.0
6859,271500.0
14789,208600.0
7620,181800.0
4720,194500.0
8898,82100.0
15893,197600.0
20257,215300.0
20027,243600.0
14911,150400.0
444,187500.0
4773,85800.0
5729,185600.0
15129,181000.0
5091,187500.0
12152,246000.0
4742,125500.0
2509,254700.0
3798,269800.0
9777,279300.0
8746,244200.0
1691,404800.0
1321,344100.0
9294,107800.0
2528,348900.0
19579,166200.0
2550,500001.0
11371,90000.0
1383,125000.0
4835,58400.0
15248,500001.0
12859,59400.0
19428,81800.0
18500,83200.0
15863,226800.0
12540,271100.0
16754,67500.0
8330,290000.0
3181,255700.0
2373,354900.0
11669,400000.0
3891,190000.0
6520,158900.0
16060,148700.0
20231,500001.0
844,228000.0
11288,187200.0
18256,103600.0
18899,120300.0
6554,350000.0
16488,324000.0
12793,14999.0
18714,160900.0
2535,418800.0
3942,500001.0
13525,145000.0
6247,130700.0
13516,137200.0
11685,275100.0
8017,165100.0
2675,340900.0
5006,108800.0
6405,275700.0
5951,167500.0
18825,500001.0
15389,181300.0
17459,252900.0
16854,79300.0
6161,183200.0
13511,352700.0
19186,500001.0
569,110700.0
2175,251300.0
12635,135000.0
10913,48300.0
13939,270100.0
888,205300.0
10850,81900.0
18469,130200.0
7606,294900.0
5776,59400.0
5731,164700.0
12884,259500.0
11631,500001.0
14855,500001.0
12812,237000.0
12562,225000.0
4755,124300.0
17403,119800.0
5123,57000.0
8386,220200.0
4246,106300.0
11681,311800.0
15628,232500.0
11901,259300.0
1408,137500.0
14511,350000.0
5299,211500.0
5638,138900.0
11032,241800.0
16888,188600.0
19776,133800.0
3447,94700.0
8820,111700.0
17682,500001.0
16850,304700.0
19965,134500.0
17932,211600.0
13822,164400.0
17378,173100.0
19355,393200.0
12785,205100.0
10921,396400.0
4111,189300.0
3617,350000.0
11908,90000.0
3782,426900.0
6656,234000.0
17229,170300.0
8057,157300.0
10473,300000.0
2251,500001.0
6747,59100.0
15369,120800.0
19175,114300.0
11304,106300.0
2047,222800.0
1475,274200.0
17259,281700.0
6297,139300.0
16004,111800.0
15747,214400.0
5155,174400.0
2384,101100.0
16914,447400.0
4162,114100.0
18965,159800.0
3437,314400.0
1450,359000.0
5976,230800.0
9622,98500.0
3702,149300.0
11319,500001.0
15338,51300.0
13648,85100.0
18142,150200.0
10401,122600.0
6192,323800.0
1845,261300.0
6957,475000.0
7847,73500.0
9415,61800.0
653,366100.0
19893,243200.0
291,98600.0
9160,247800.0
4438,113900.0
9770,137500.0
18843,213900.0
604,151700.0
15587,160900.0
14064,82300.0
6357,187500.0
14255,176300.0
16706,108200.0
12004,245800.0
20195,204700.0
20242,233800.0
9468,99500.0
19202,101700.0
6211,166600.0
15042,177400.0
910,58500.0
9357,250000.0
18412,98200.0
9578,210500.0
19873,131300.0
14611,189000.0
5469,122400.0
16887,225000.0
6900,240000.0
12547,154600.0
694,170400.0
17696,252600.0
1840,125400.0
6680,500001.0
6337,169800.0
15319,282900.0
17174,189200.0
5558,202800.0
506,97000.0
5005,150300.0
13313,258300.0
12908,352100.0
2816,389200.0
1586,230100.0
6643,45000.0
8507,500001.0
16974,231300.0
1082,152400.0
1486,131300.0
18269,168800.0
9807,144400.0
9207,383900.0
13712,229200.0
6801,416700.0
14419,287800.0
11193,458500.0
14605,94100.0
9090,170800.0
18431,350600.0
5992,220600.0
5034,264700.0
7875,500001.0
1919,394400.0
15989,90200.0
7586,202300.0
1536,324200.0
14441,190600.0
14576,457100.0
9549,92200.0
10320,113700.0
2712,233200.0
5176,128100.0
135,159400.0
18551,196600.0
613,500001.0
11522,251900.0
17981,430000.0
13104,190000.0
1898,158000.0
8915,110200.0
3416,111300.0
11602,405000.0
1573,270700.0
8627,219800.0
1552,155800.0
20127,329400.0
9188,241000.0
950,327500.0
14896,57600.0
2493,184800.0
17096,234700.0
2270,143100.0
3811,84100.0
14744,140400.0
4597,194100.0
13921,167600.0
6269,92600.0
5294,96000.0
1658,143000.0
11758,182100.0
1703,193500.0
10725,227900.0
1062,457200.0
20513,171300.0
9307,208300.0
4195,142900.0
9073,104200.0
16135,134900.0
10076,202200.0
10057,100900.0
12558,158800.0
7832,126800.0
12855,281300.0
19040,350000.0
14192,250000.0
19469,394000.0
9063,281300.0
18228,153000.0
13795,144700.0
16834,83800.0
3879,500001.0
17841,500001.0
6264,229200.0
12654,75500.0
18174,118500.0
3212,184600.0
18953,243900.0
14498,135000.0
18980,213900.0
12747,155700.0
729,97900.0
19821,162500.0
18099,268800.0
14296,229100.0
15634,247300.0
11194,228100.0
10154,235300.0
16122,323700.0
3705,253300.0
2649,68500.0
18788,275000.0
18389,281300.0
3378,187500.0
6033,174100.0
745,171700.0
1366,233300.0
2151,168400.0
7322,318100.0
5009,192700.0
2079,376600.0
5756,272300.0
12305,500001.0
5074,168500.0
16256,450000.0
19500,204800.0
7622,215700.0
15623,69800.0
1668,208300.0
9595,131000.0
13976,187500.0
4579,111300.0
12851,135600.0
10369,120300.0
11003,212500.0
11123,55700.0
13856,127200.0
19708,134500.0
4698,269800.0
6999,189400.0
512,102800.0
6447,209100.0
1505,325400.0
10496,226500.0
5904,100000.0
14826,215700.0
20137,284900.0
17970,160300.0
17123,81300.0
10577,250000.0
3683,215400.0
9246,496400.0
8226,288100.0
13379,79500.0
5432,396200.0
13723,305800.0
6556,106300.0
10045,396400.0
13435,67700.0
2886,275000.0
18628,137500.0
1246,195200.0
15537,189400.0
2818,206300.0
20312,103400.0
10311,131200.0
10858,375000.0
7169,150000.0
698,182500.0
17490,269500.0
17354,194100.0
9746,436700.0
14912,183100.0
19439,114100.0
13497,375000.0
9638,500001.0
562,241900.0
14919,160100.0
16273,465000.0
7440,69400.0
3884,413100.0
2371,112100.0
3008,282300.0
10319,121800.0
16225,199600.0
20020,206000.0
6786,500001.0
3199,183300.0
15050,81700.0
3619,278000.0
6245,48300.0
5614,346700.0
11216,175000.0
21,159800.0
2442,180700.0
20423,223200.0
15573,92400.0
15639,419200.0
10578,120700.0
608,201300.0
7250,72800.0
8245,127300.0
4709,136400.0
17611,242800.0
5953,76100.0
14980,135700.0
3460,133600.0
7747,169300.0
18090,402500.0
8475,363600.0
18937,430900.0
19391,179500.0
17541,230900.0
15036,500001.0
5503,150800.0
19573,225000.0
6022,100300.0
4501,58200.0
1768,276300.0
6340,187500.0
11569,178700.0
17532,375000.0
17853,227900.0
12817,234000.0
11106,143800.0
11436,90700.0
4675,242700.0
12903,182000.0
7092,311600.0
11378,176500.0
19442,145500.0
13139,288300.0
14407,500001.0
20173,286700.0
7955,197500.0
14158,208200.0
11215,286700.0
17897,500001.0
17521,175400.0
5893,302200.0
7509,358700.0
19361,261800.0
16724,293200.0
16292,261400.0
4331,214600.0
20518,90200.0
412,164800.0
7346,133900.0
2926,196100.0
9497,292200.0
6729,262500.0
2705,93300.0
13779,296000.0
11328,94600.0
4278,152300.0
10354,63700.0
9071,98700.0
11168,93400.0
17901,112500.0
828,174500.0
6325,108500.0
1317,121500.0
4061,54400.0
9764,228800.0
13820,461400.0
12374,147900.0
14578,156300.0
611,185100.0
17443,213200.0
7482,135400.0
2809,171900.0
7791,176000.0
7293,500001.0
3177,215400.0
6145,282400.0
7463,276000.0
17952,133100.0
9471,261300.0
150,147300.0
19752,151000.0
11587,276000.0
16652,171300.0
20063,272200.0
13760,196400.0
10485,342900.0
14051,266700.0
253,268000.0
7466,500001.0
8246,106400.0
17566,96300.0
3615,236100.0
17967,112500.0
5843,147300.0
16540,203700.0
18121,328400.0
18112,81300.0
3804,94500.0
7208,174000.0
2212,313000.0
5492,337100.0
19629,83900.0
6133,238000.0
2997,120800.0
9384,172600.0
11114,125000.0
15906,296200.0
11599,143800.0
5448,60300.0
10557,159000.0
16063,73300.0
5825,370400.0
8434,202400.0
15675,140000.0
16614,154600.0
15130,246000.0
19829,137500.0
16939,42500.0
5822,205800.0
7577,200600.0
9101,112500.0
14223,130700.0
15197,315600.0
13620,163100.0
3071,81300.0
3005,414800.0
16233,272000.0
2045,137700.0
19382,145000.0
15001,319400.0
14144,222200.0
18712,189700.0
2597,218600.0
13593,97300.0
1890,350700.0
4172,420500.0
7288,259300.0
12342,268400.0
14643,178300.0
12511,279100.0
14037,92900.0
11256,139000.0
18991,69700.0
15258,53600.0
3749,219000.0
1967,360900.0
3983,164600.0
7064,403300.0
18340,76300.0
1159,115400.0
18135,185000.0
20554,97800.0
6076,98300.0
15744,165500.0
3323,350000.0
11220,97900.0
8074,403400.0
11366,252200.0
14987,45000.0
7189,395300.0
11025,312500.0
10327,309800.0
305,156000.0
12978,83400.0
483,261300.0
19372,127500.0
8024,136500.0
2109,318700.0
10822,143400.0
2763,247600.0
8048,206300.0
8279,378800.0
4948,169800.0
4256,351100.0
18933,374000.0
12230,161500.0
12694,261400.0
8254,267600.0
2470,500001.0
9541,137500.0
20191,136400.0
1981,167100.0
12535,170600.0
12683,331600.0
6478,56400.0
12932,223300.0
13031,221100.0
18446,185100.0
9399,265700.0
13563,245400.0
14704,410000.0
13930,405900.0
10692,225000.0
6053,500001.0
8299,357500.0
2915,159500.0
3795,83900.0
9136,200800.0
15181,168600.0
11307,198600.0
14655,38800.0
8166,500001.0
14642,219200.0
16757,185400.0
649,323000.0
3623,187300.0
12873,283800.0
15711,109600.0
19507,166800.0
9340,114200.0
1600,161000.0
10230,190500.0
8090,276400.0
16612,220100.0
16203,285600.0
8985,55000.0
14120,161800.0
5133,414400.0
2710,174500.0
19705,153300.0
11585,171900.0
9033,185400.0
9971,148200.0
11074,138100.0
17697,396400.0
7378,500001.0
8448,100000.0
12277,49100.0
14562,212400.0
8881,150800.0
4338,142300.0
5181,418800.0
13418,287500.0
8450,78500.0
16003,500001.0
14940,137500.0
17372,395700.0
7745,246400.0
10835,162500.0
20159,145800.0
16730,333300.0
15995,289400.0
13373,124700.0
14288,134600.0
9305,110100.0
9474,115200.0
10088,111700.0
17883,286800.0
6252,54400.0
14840,248000.0
11911,170200.0
13335,121100.0
9964,342000.0
3878,343300.0
15612,182100.0
11372,179500.0
6706,255300.0
5270,500001.0
1120,59000.0
1119,223000.0
7400,324400.0
1545,347700.0
5336,321200.0
1003,323100.0
11166,157500.0
12827,263300.0
8679,72500.0
8094,257000.0
15690,245100.0
2905,294600.0
18295,218000.0
2489,163100.0
8576,53000.0
7556,118800.0
6454,103000.0
9216,231400.0
9903,112400.0
19117,98800.0
14725,231500.0
7575,122900.0
10783,215600.0
7532,216000.0
6509,279400.0
19923,120000.0
15268,139800.0
18871,123900.0
2441,87100.0
17308,108200.0
15869,342200.0
13925,172400.0
4110,137000.0
1935,170700.0
14275,441900.0
4678,89700.0
19214,164500.0
17819,98700.0
9771,213100.0
6246,156800.0
7120,70100.0
1520,175000.0
12609,157300.0
6461,179500.0
20441,84900.0
258,135300.0
2682,186300.0
7222,58100.0
1005,165900.0
7330,180400.0
3374,155600.0
7640,250900.0
5988,266700.0
2293,345300.0
11068,500001.0
15782,146500.0
8333,326300.0
2760,121900.0
18012,232400.0
9862,237100.0
6242,67500.0
9387,225200.0
17713,144600.0
3712,128000.0
3319,169600.0
10463,119100.0
14019,56800.0
14849,206300.0
16778,58800.0
14815,315800.0
10137,265900.0
10462,238000.0
17539,146200.0
12458,302700.0
9120,236500.0
8642,163900.0
362,254100.0
6670,154500.0
4823,208200.0
9637,123800.0
2092,122000.0
2729,183300.0
12005,251100.0
12381,174000.0
20636,77100.0
16799,241700.0
4260,133000.0
8952,500001.0
20401,440000.0
6731,171400.0
3851,93200.0
14378,63100.0
8161,87100.0
20032,161200.0
9054,151100.0
8788,222000.0
10663,56400.0
2995,132100.0
16086,500001.0
15250,112500.0
5989,178800.0
9263,133900.0
1619,255200.0
5941,500001.0
1022,350700.0
3531,100000.0
3729,146000.0
17701,323800.0
12601,80900.0
11260,250000.0
8744,160700.0
8348,79800.0
9012,275000.0
17520,264700.0
437,127600.0
12707,245800.0
522,196900.0
18683,195500.0
14843,278100.0
9867,103000.0
7174,261300.0
10252,253500.0
19665,274600.0
9303,368900.0
4811,320000.0
9076,141400.0
12499,166300.0
13848,85900.0
16824,88600.0
9389,145800.0
3363,176500.0
3341,116000.0
17909,182000.0
18655,179800.0
17273,182800.0
8067,137500.0
9979,58100.0
7182,113500.0
836,225000.0
11020,133800.0
18620,87500.0
13834,55100.0
13337,141300.0
10048,113900.0
17618,81800.0
7152,190400.0
15817,336900.0
4878,137400.0
8050,286600.0
11272,168800.0
13668,114200.0
566,227800.0
18931,93400.0
17890,198100.0
1915,118200.0
19134,461500.0
16066,428600.0
17474,462900.0
3014,53100.0
14903,129400.0
4817,289600.0
10700,154300.0
6557,85700.0
2749,245300.0
2539,500001.0
840,425000.0
16666,179500.0
4231,92000.0
6867,274500.0
11931,303200.0
5040,265000.0
14494,53900.0
2562,230400.0
14366,162500.0
894,122700.0
18951,269400.0
9156,139800.0
16746,277300.0
14444,128100.0
10595,88800.0
14875,196900.0
1510,123200.0
2168,380000.0
14879,104000.0
3450,216000.0
18037,274700.0
8536,153300.0
11600,112500.0
9773,178200.0
14585,108900.0
190,259800.0
8329,190500.0
3073,256800.0
16085,217800.0
7478,204600.0
11670,338000.0
11362,371400.0
11770,169000.0
12883,243800.0
6353,403700.0
12755,335500.0
1016,255200.0
4636,288900.0
3931,140600.0
10339,116300.0
13302,202800.0
64,73500.0
3945,161700.0
14998,354000.0
6160,276200.0
17584,162500.0
16727,160100.0
12331,92800.0
19840,129900.0
14798,183300.0
14631,100000.0
8063,90900.0
16143,194200.0
11591,231700.0
5806,185600.0
3245,209400.0
14842,212500.0
20367,165000.0
12584,205100.0
4795,238900.0
9396,89900.0
1206,80700.0
5419,206300.0
4319,228900.0
15714,107700.0
7771,252400.0
12998,153100.0
6832,222900.0
4596,329500.0
7232,281800.0
12861,207200.0
17879,203700.0
4527,188200.0
8123,86200.0
3493,152100.0
632,159400.0
13361,500001.0
11206,263700.0
18907,168800.0
4639,77000.0
5362,430900.0
16856,87000.0
2264,85800.0
6855,105900.0
11154,67500.0
14443,163300.0
5642,145700.0
17633,85000.0
15638,53800.0
10173,112500.0
17625,168900.0
14501,319700.0
15955,229100.0
4620,179700.0
15876,174400.0
3456,206500.0
4523,157200.0
12423,133900.0
6971,138000.0
9472,154600.0
8413,150000.0
12749,230600.0
15785,157300.0
17207,500001.0
2038,185300.0
18796,152200.0
11023,286500.0
2365,198400.0
15211,71400.0
20619,99100.0
8855,155400.0
